66646 GFF lines processed.
file_1_file_1_g2594.t1.exon2	2	0	0	1	0	1	0	0
file_1_file_1_g2594.t1.exon3	2	4	2	0	0	5	0	0
file_1_file_1_g2594.t1.exon4	0	0	0	0	0	2	0	0
file_1_file_1_g2594.t1.exon5	1	1	0	0	0	1	0	0
file_1_file_1_g2594.t1.exon6	20	7	7	8	0	2	5	0
file_1_file_1_g2594.t1.exon7	2	0	0	0	0	1	0	0
file_1_file_1_g2594.t1.exon8	5	0	0	1	0	2	0	0
file_1_file_1_g2594.t1.exon9	5	2	2	1	0	0	0	0
file_1_file_1_g2595.t1.exon1	3	0	0	0	0	0	0	2
file_1_file_1_g2595.t1.exon2	4	0	3	0	0	0	0	3
file_1_file_1_g2595.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2595.t1.exon4	3	0	2	0	2	0	3	2
file_1_file_1_g2595.t1.exon5	2	0	4	1	0	0	0	0
file_1_file_1_g2595.t1.exon6	11	2	6	1	0	0	2	5
file_1_file_1_g2595.t1.exon7	12	0	2	0	1	0	1	2
file_1_file_1_g2596.t1.exon1	1	0	1	0	0	0	0	2
file_1_file_1_g2596.t1.exon2	3	0	3	2	0	0	2	4
file_1_file_1_g2597.t1.exon1	6	2	8	0	2	0	7	5
file_1_file_1_g2597.t1.exon2	0	0	2	0	2	0	1	0
file_1_file_1_g2597.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2597.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2597.t1.exon5	2	0	1	0	0	0	0	4
file_1_file_1_g2597.t1.exon6	2	0	1	0	1	0	2	0
file_1_file_1_g2597.t1.exon7	6	0	2	1	0	0	3	8
file_1_file_1_g2598.t1.exon1	4	0	1	0	0	0	0	0
file_1_file_1_g2598.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g2599.t1.exon1	1	1	0	0	0	0	0	0
file_1_file_1_g26.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g26.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g260.t1.exon1	5	6	6	11	7	0	66	3
file_1_file_1_g2600.t1.exon1	2	0	1	0	0	0	0	0
file_1_file_1_g2600.t1.exon2	2	0	4	0	7	0	0	5
file_1_file_1_g2600.t1.exon3	12	3	14	0	22	0	0	4
file_1_file_1_g2600.t1.exon4	14	4	5	1	25	0	0	6
file_1_file_1_g2600.t1.exon5	3	0	0	2	0	0	0	0
file_1_file_1_g2601.t1.exon1	5	1	0	0	0	0	0	0
file_1_file_1_g2601.t1.exon2	3	4	1	4	1	11	0	0
file_1_file_1_g2602.t1.exon1	20	23	9	44	11	0	0	36
file_1_file_1_g2603.t1.exon1	376	53	470	102	187	35	18	434
file_1_file_1_g2603.t1.exon2	147	3	199	2	92	13	8	47
file_1_file_1_g2603.t1.exon3	4	0	4	1	1	1	0	3
file_1_file_1_g2604.t1.exon1	6	1	2	2	0	1	0	1
file_1_file_1_g2604.t1.exon2	0	0	1	0	0	0	0	0
file_1_file_1_g2605.t1.exon1	8	24	2	30	0	0	0	0
file_1_file_1_g2605.t1.exon2	10	40	0	51	0	0	0	0
file_1_file_1_g2605.t1.exon3	0	2	1	13	0	0	0	0
file_1_file_1_g2605.t1.exon4	1	0	0	1	0	0	0	0
file_1_file_1_g2605.t1.exon5	2	8	1	5	0	0	0	0
file_1_file_1_g2605.t1.exon6	4	26	1	50	0	0	0	0
file_1_file_1_g2606.t1.exon1	1	2	2	3	0	0	0	0
file_1_file_1_g2606.t1.exon2	3	1	5	3	0	0	1	0
file_1_file_1_g2607.t1.exon1	7	2	0	8	0	0	0	0
file_1_file_1_g2607.t1.exon2	8	2	2	7	0	0	0	0
file_1_file_1_g2608.t1.exon1	7	0	0	0	0	0	0	2
file_1_file_1_g2608.t1.exon2	3	1	0	0	0	0	0	0
file_1_file_1_g2608.t1.exon3	4	0	0	0	0	0	0	0
file_1_file_1_g2608.t1.exon4	1	23	2	37	0	0	2	36
file_1_file_1_g2608.t1.exon5	2	0	1	1	0	0	0	0
file_1_file_1_g2608.t1.exon6	2	1	1	0	0	0	0	0
file_1_file_1_g2608.t1.exon7	0	0	0	1	0	0	0	1
file_1_file_1_g2608.t1.exon8	14	88	17	102	11	0	74	85
file_1_file_1_g2609.t1.exon1	1	0	0	2	0	0	0	0
file_1_file_1_g2609.t1.exon2	1	0	1	1	0	0	2	0
file_1_file_1_g261.t1.exon1	10	101	9	179	1	2	0	13
file_1_file_1_g261.t1.exon10	6	1	0	4	0	1	0	0
file_1_file_1_g261.t1.exon2	5	27	2	40	0	0	0	3
file_1_file_1_g261.t1.exon3	1	8	0	9	0	0	0	2
file_1_file_1_g261.t1.exon4	1	1	0	9	0	0	0	0
file_1_file_1_g261.t1.exon5	11	163	8	304	1	1	2	17
file_1_file_1_g261.t1.exon6	3	0	1	0	0	0	0	0
file_1_file_1_g261.t1.exon7	0	1	0	0	0	0	0	0
file_1_file_1_g261.t1.exon8	1	1	0	2	0	0	0	0
file_1_file_1_g261.t1.exon9	3	3	0	3	0	0	0	0
file_1_file_1_g2610.t1.exon1	17	136	8	283	14	0	3	14
file_1_file_1_g2610.t1.exon2	3	23	2	35	1	0	0	1
file_1_file_1_g2610.t1.exon3	30	455	23	879	7	0	7	13
file_1_file_1_g2611.t1.exon1	0	1	0	1	0	0	0	0
file_1_file_1_g2611.t1.exon2	4	1	0	1	0	0	0	0
file_1_file_1_g2611.t1.exon3	4	1	1	1	0	0	0	0
file_1_file_1_g2611.t1.exon4	3	0	0	0	0	0	0	0
file_1_file_1_g2612.t1.exon1	1	1	1	0	1	0	0	0
file_1_file_1_g2612.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g2612.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2612.t1.exon4	5	0	0	0	0	0	0	2
file_1_file_1_g2612.t1.exon5	1	0	1	0	0	0	0	1
file_1_file_1_g2613.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g2613.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g2613.t1.exon3	4	0	3	0	0	0	0	0
file_1_file_1_g2614.t1.exon1	5	1	0	0	0	0	0	0
file_1_file_1_g2614.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g2615.t1.exon1	6	0	1	0	0	0	0	0
file_1_file_1_g2615.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g2616.t1.exon1	3	0	0	0	0	0	0	0
file_1_file_1_g2616.t1.exon2	5	1	1	0	0	0	0	0
file_1_file_1_g2616.t1.exon3	3	2	3	1	0	0	0	0
file_1_file_1_g2617.t1.exon1	4	1	1	0	0	0	0	0
file_1_file_1_g2617.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g2617.t1.exon3	4	1	4	0	0	0	0	0
file_1_file_1_g2618.t1.exon1	2	0	3	0	0	0	0	0
file_1_file_1_g2618.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g2618.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2619.t1.exon1	4	1	0	0	0	0	0	0
file_1_file_1_g262.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g262.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g262.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g262.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g262.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g262.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g262.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g262.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g262.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g262.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2620.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g2621.t1.exon1	3	0	0	0	0	0	0	0
file_1_file_1_g2621.t1.exon2	2	2	2	7	0	0	0	0
file_1_file_1_g2621.t1.exon3	4	0	0	4	0	0	0	0
file_1_file_1_g2621.t1.exon4	6	11	2	11	0	0	0	0
file_1_file_1_g2621.t1.exon5	5	18	1	10	0	0	0	5
file_1_file_1_g2622.t1.exon1	5	2	0	1	0	0	0	4
file_1_file_1_g2622.t1.exon10	0	0	1	0	0	0	0	0
file_1_file_1_g2622.t1.exon11	1	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon12	1	0	0	1	0	0	0	1
file_1_file_1_g2622.t1.exon13	2	0	1	2	0	0	0	2
file_1_file_1_g2622.t1.exon14	1	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon17	1	2	2	2	0	0	0	3
file_1_file_1_g2622.t1.exon18	0	0	0	0	0	1	0	0
file_1_file_1_g2622.t1.exon19	2	0	1	0	1	0	0	3
file_1_file_1_g2622.t1.exon2	2	9	3	22	2	0	0	13
file_1_file_1_g2622.t1.exon20	6	1	0	1	0	0	0	2
file_1_file_1_g2622.t1.exon21	3	0	4	1	1	0	0	3
file_1_file_1_g2622.t1.exon22	2	2	0	1	0	0	0	0
file_1_file_1_g2622.t1.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon24	3	2	1	2	0	1	1	0
file_1_file_1_g2622.t1.exon25	0	0	1	1	0	0	0	1
file_1_file_1_g2622.t1.exon26	3	1	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon27	2	0	0	3	0	1	0	1
file_1_file_1_g2622.t1.exon28	0	1	0	5	0	0	0	0
file_1_file_1_g2622.t1.exon29	3	0	4	4	0	0	0	0
file_1_file_1_g2622.t1.exon3	3	5	1	3	0	0	0	2
file_1_file_1_g2622.t1.exon30	0	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon31	0	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon32	0	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon33	1	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon34	0	0	0	0	0	0	0	0
file_1_file_1_g2622.t1.exon35	7	6	2	8	0	0	1	9
file_1_file_1_g2622.t1.exon4	1	0	0	2	0	0	0	0
file_1_file_1_g2622.t1.exon5	3	1	0	2	0	0	0	2
file_1_file_1_g2622.t1.exon6	3	2	1	1	0	0	0	0
file_1_file_1_g2622.t1.exon7	3	2	0	2	0	0	0	0
file_1_file_1_g2622.t1.exon8	2	1	1	0	0	0	0	0
file_1_file_1_g2622.t1.exon9	0	0	0	1	0	0	0	0
file_1_file_1_g2623.t1.exon1	38	49	35	65	63	0	16	129
file_1_file_1_g2623.t1.exon2	3	3	3	2	7	0	20	18
file_1_file_1_g2623.t1.exon3	4	9	13	16	3	0	2	30
file_1_file_1_g2624.t1.exon1	6	11	6	3	4	0	3	51
file_1_file_1_g2624.t1.exon10	6	10	4	5	0	0	1	30
file_1_file_1_g2624.t1.exon11	5	2	1	0	0	0	0	6
file_1_file_1_g2624.t1.exon12	2	0	1	0	0	0	0	0
file_1_file_1_g2624.t1.exon13	2	7	1	1	0	0	0	2
file_1_file_1_g2624.t1.exon14	1	2	0	0	0	0	0	1
file_1_file_1_g2624.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g2624.t1.exon16	2	3	0	4	0	0	0	9
file_1_file_1_g2624.t1.exon17	1	0	0	0	0	0	0	0
file_1_file_1_g2624.t1.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g2624.t1.exon19	24	41	16	56	13	0	8	81
file_1_file_1_g2624.t1.exon2	1	0	0	0	5	0	0	17
file_1_file_1_g2624.t1.exon3	2	0	1	0	3	0	1	1
file_1_file_1_g2624.t1.exon4	3	4	0	0	0	0	1	7
file_1_file_1_g2624.t1.exon5	0	0	0	1	0	0	0	1
file_1_file_1_g2624.t1.exon6	0	0	0	1	0	0	0	0
file_1_file_1_g2624.t1.exon7	1	1	1	10	0	0	0	4
file_1_file_1_g2624.t1.exon8	1	0	1	2	0	0	0	1
file_1_file_1_g2624.t1.exon9	1	1	2	0	0	0	0	4
file_1_file_1_g2625.t1.exon1	35	41	29	43	28	1	85	127
file_1_file_1_g2625.t1.exon10	18	78	37	102	72	1	56	146
file_1_file_1_g2625.t1.exon2	0	0	2	0	0	0	1	1
file_1_file_1_g2625.t1.exon3	36	86	66	119	48	0	133	317
file_1_file_1_g2625.t1.exon4	1	0	0	0	0	0	0	1
file_1_file_1_g2625.t1.exon5	2	0	0	0	0	0	0	2
file_1_file_1_g2625.t1.exon6	2	1	0	3	0	0	0	3
file_1_file_1_g2625.t1.exon7	1	2	0	1	0	0	10	1
file_1_file_1_g2625.t1.exon8	0	0	0	1	0	0	0	0
file_1_file_1_g2625.t1.exon9	21	40	16	47	41	0	75	151
file_1_file_1_g2626.t1.exon1	22	62	28	85	13	0	2	132
file_1_file_1_g2626.t1.exon2	132	310	171	523	50	0	77	251
file_1_file_1_g2626.t1.exon3	5	15	2	35	1	0	0	1
file_1_file_1_g2626.t1.exon4	6	30	1	46	8	0	1	2
file_1_file_1_g2626.t1.exon5	7	9	10	13	0	55	2	1
file_1_file_1_g2627.t1.exon1	16	25	11	34	11	0	11	81
file_1_file_1_g2627.t1.exon2	1	1	0	0	0	0	0	1
file_1_file_1_g2627.t1.exon3	8	2	1	0	0	0	0	0
file_1_file_1_g2627.t1.exon4	5	2	1	2	0	0	0	2
file_1_file_1_g2627.t1.exon5	11	21	8	28	0	0	1	42
file_1_file_1_g2628.t1.exon1	4	2	1	2	0	4	2	5
file_1_file_1_g2628.t1.exon2	5	2	0	0	0	0	0	1
file_1_file_1_g2628.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2628.t1.exon4	1	1	1	2	0	0	0	0
file_1_file_1_g2628.t1.exon5	0	1	0	0	0	0	0	1
file_1_file_1_g2628.t1.exon6	0	2	2	0	0	0	0	1
file_1_file_1_g2628.t1.exon7	11	12	7	9	8	0	0	33
file_1_file_1_g2628.t1.exon8	18	29	10	51	9	66	0	0
file_1_file_1_g2629.t1.exon1	0	0	0	1	0	0	0	0
file_1_file_1_g2629.t1.exon10	2	0	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon12	3	0	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon14	0	0	0	0	0	0	0	1
file_1_file_1_g2629.t1.exon15	2	0	0	0	0	4	0	0
file_1_file_1_g2629.t1.exon16	1	0	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon17	0	1	1	1	0	0	0	1
file_1_file_1_g2629.t1.exon2	0	1	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon3	2	0	0	2	0	0	0	0
file_1_file_1_g2629.t1.exon4	0	2	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon5	3	0	1	0	0	0	0	0
file_1_file_1_g2629.t1.exon6	2	0	0	0	0	0	0	1
file_1_file_1_g2629.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2629.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g263.t1.exon1	100	5	124	2	107	5	245	231
file_1_file_1_g263.t1.exon2	23	0	24	2	25	0	90	55
file_1_file_1_g2630.t1.exon1	6	4	3	3	0	0	1	14
file_1_file_1_g2630.t1.exon2	1	0	0	1	0	0	0	2
file_1_file_1_g2630.t1.exon3	2	0	0	1	0	0	0	0
file_1_file_1_g2630.t1.exon4	5	1	0	1	0	0	0	0
file_1_file_1_g2630.t1.exon5	22	11	8	13	9	0	0	72
file_1_file_1_g2631.t1.exon1	4	2	0	1	0	3	0	0
file_1_file_1_g2631.t1.exon2	7	5	4	2	0	1	0	0
file_1_file_1_g2632.t1.exon1	3	3	0	0	0	1	1	0
file_1_file_1_g2633.t1.exon1	11	21	8	41	3	0	14	21
file_1_file_1_g2633.t1.exon10	5	12	4	11	4	0	0	3
file_1_file_1_g2633.t1.exon11	3	28	2	49	8	0	0	8
file_1_file_1_g2633.t1.exon12	4	3	1	1	4	0	0	0
file_1_file_1_g2633.t1.exon13	5	2	7	4	4	0	3	49
file_1_file_1_g2633.t1.exon14	8	4	10	11	1	0	3	5
file_1_file_1_g2633.t1.exon15	4	2	2	1	0	0	1	1
file_1_file_1_g2633.t1.exon16	1	3	0	0	0	0	0	0
file_1_file_1_g2633.t1.exon17	1	1	0	2	0	0	3	1
file_1_file_1_g2633.t1.exon18	4	3	0	3	5	0	6	2
file_1_file_1_g2633.t1.exon19	7	3	7	9	7	0	13	17
file_1_file_1_g2633.t1.exon2	4	1	1	6	0	0	4	1
file_1_file_1_g2633.t1.exon20	6	1	3	5	0	0	2	1
file_1_file_1_g2633.t1.exon21	3	4	6	5	0	0	4	8
file_1_file_1_g2633.t1.exon22	134	73	179	127	124	0	132	244
file_1_file_1_g2633.t1.exon23	44	11	64	30	21	0	24	54
file_1_file_1_g2633.t1.exon3	0	5	2	18	0	0	0	0
file_1_file_1_g2633.t1.exon4	1	9	1	7	7	0	0	0
file_1_file_1_g2633.t1.exon5	7	4	0	7	0	0	0	5
file_1_file_1_g2633.t1.exon6	1	3	0	3	7	0	0	1
file_1_file_1_g2633.t1.exon7	2	7	0	5	0	0	0	7
file_1_file_1_g2633.t1.exon8	8	39	6	54	8	0	11	15
file_1_file_1_g2633.t1.exon9	13	53	6	78	0	0	5	47
file_1_file_1_g2634.t1.exon1	150	11	253	17	178	0	231	1014
file_1_file_1_g2634.t1.exon2	222	9	297	26	89	1	141	726
file_1_file_1_g2635.t1.exon1	216	15	294	41	97	256	132	2
file_1_file_1_g2635.t1.exon2	1	1	0	1	0	0	0	2
file_1_file_1_g2635.t1.exon3	1	0	2	2	0	0	0	0
file_1_file_1_g2635.t1.exon4	5	1	0	2	0	0	2	0
file_1_file_1_g2636.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon2	0	1	0	0	0	0	0	2
file_1_file_1_g2636.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2636.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2637.t1.exon1	2	0	1	2	1	0	0	2
file_1_file_1_g2637.t1.exon2	2	0	1	1	2	0	0	6
file_1_file_1_g2637.t1.exon3	3	1	3	4	0	0	0	8
file_1_file_1_g2637.t1.exon4	23	7	12	25	14	0	0	23
file_1_file_1_g2638.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2638.t1.exon2	0	1	0	1	0	0	0	2
file_1_file_1_g2638.t1.exon3	2	0	0	0	0	0	0	0
file_1_file_1_g2638.t1.exon4	1	0	1	0	0	0	0	0
file_1_file_1_g2638.t1.exon5	2	0	0	0	0	0	0	0
file_1_file_1_g2639.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g2639.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2639.t1.exon3	1	1	1	2	0	0	0	0
file_1_file_1_g264.t1.exon1	9	47	21	72	12	0	38	73
file_1_file_1_g264.t1.exon10	0	1	4	0	0	0	0	2
file_1_file_1_g264.t1.exon11	2	1	1	0	0	0	0	0
file_1_file_1_g264.t1.exon12	0	0	0	0	0	0	0	2
file_1_file_1_g264.t1.exon13	2	0	0	0	0	0	0	1
file_1_file_1_g264.t1.exon14	3	1	2	3	0	0	0	1
file_1_file_1_g264.t1.exon15	8	11	2	28	0	0	5	17
file_1_file_1_g264.t1.exon2	0	1	0	0	0	0	2	0
file_1_file_1_g264.t1.exon3	4	3	0	0	0	0	1	5
file_1_file_1_g264.t1.exon4	1	0	1	0	0	0	0	1
file_1_file_1_g264.t1.exon5	7	1	1	4	0	0	0	1
file_1_file_1_g264.t1.exon6	4	0	1	0	0	0	0	0
file_1_file_1_g264.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g264.t1.exon8	0	0	1	0	0	0	0	0
file_1_file_1_g264.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g2640.t1.exon1	32	111	49	126	30	0	13	204
file_1_file_1_g2640.t1.exon10	33	92	33	160	15	0	17	236
file_1_file_1_g2640.t1.exon11	39	102	62	123	48	0	12	176
file_1_file_1_g2640.t1.exon2	0	5	1	5	0	0	0	1
file_1_file_1_g2640.t1.exon3	5	10	2	14	4	0	1	24
file_1_file_1_g2640.t1.exon4	2	2	0	3	0	0	0	2
file_1_file_1_g2640.t1.exon5	1	2	0	4	0	0	0	1
file_1_file_1_g2640.t1.exon6	1	1	0	3	0	0	0	1
file_1_file_1_g2640.t1.exon7	8	3	1	8	0	0	0	5
file_1_file_1_g2640.t1.exon8	1	2	0	5	0	0	0	3
file_1_file_1_g2640.t1.exon9	4	7	3	7	4	0	1	0
file_1_file_1_g2641.t1.exon1	5	0	0	0	0	0	0	0
file_1_file_1_g2642.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2642.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2642.t1.exon3	0	0	0	1	2	0	0	0
file_1_file_1_g2642.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2643.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2643.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2643.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2644.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2644.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2644.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2645.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2645.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2645.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2646.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2646.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2647.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2647.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2647.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2647.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2647.t1.exon5	50	60	17	74	0	6	0	36
file_1_file_1_g2647.t1.exon6	606	273	680	519	12	0	15	33
file_1_file_1_g2647.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2648.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2648.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2648.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2648.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2648.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2648.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon1	2926	1117	3441	2274	62	0	63	935
file_1_file_1_g2649.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon11	1	1	0	3	0	0	0	2
file_1_file_1_g2649.t1.exon12	0	1	0	1	0	0	0	1
file_1_file_1_g2649.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon2	0	0	0	1	0	0	0	0
file_1_file_1_g2649.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g2649.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g265.t1.exon1	51	114	44	167	88	0	43	307
file_1_file_1_g265.t1.exon10	0	3	1	1	0	0	0	0
file_1_file_1_g265.t1.exon11	1	7	1	21	0	0	0	2
file_1_file_1_g265.t1.exon12	17	61	16	63	37	0	45	151
file_1_file_1_g265.t1.exon13	12	41	19	57	22	0	46	150
file_1_file_1_g265.t1.exon14	173	379	218	547	299	1	288	1119
file_1_file_1_g265.t1.exon2	11	28	8	48	4	5	13	74
file_1_file_1_g265.t1.exon3	3	6	1	18	0	0	1	13
file_1_file_1_g265.t1.exon4	12	44	15	62	35	0	14	74
file_1_file_1_g265.t1.exon5	0	2	0	0	0	0	0	0
file_1_file_1_g265.t1.exon6	3	15	2	17	0	0	5	1
file_1_file_1_g265.t1.exon7	3	10	6	22	11	0	2	2
file_1_file_1_g265.t1.exon8	4	11	0	12	0	0	3	0
file_1_file_1_g265.t1.exon9	5	8	1	23	0	0	0	21
file_1_file_1_g2650.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2650.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2650.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2651.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2652.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2652.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2652.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2652.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g2652.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g2652.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g2653.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2653.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2653.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g2653.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2653.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2654.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2654.t1.exon2	0	0	0	1	0	0	0	0
file_1_file_1_g2654.t1.exon3	1289	175	264	226	18	5	0	3
file_1_file_1_g2654.t1.exon4	6514	1192	1526	1601	61	28	0	61
file_1_file_1_g2654.t1.exon5	9766	2125	2259	2922	47	70	3	35
file_1_file_1_g2655.t1.exon1	12208	3843	3099	5671	134	166	3	48
file_1_file_1_g2656.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2656.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g2656.t2.exon1	222	103	84	171	0	2	0	4
file_1_file_1_g2657.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2658.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g2659.t1.exon1	1488	206	510	336	193	4	7	32
